Algorithm,CoinName,FullName,FullyPremined,Id,ImageUrl,Name,PreMinedValue,ProofType,SortOrder,Sponsored,Symbol,TotalCoinSupply,TotalCoinsFreeFloat,Url
N/A,President Trump,President Trump (PRES),0,42841,/media/1382432/pres.png,PRES,N/A,N/A,1063,False,PRES,57968072167,N/A,/coins/pres/overview
X11,BitzCoin,BitzCoin (BTZ),0,42843,/media/1382433/btz.png,BTZ,N/A,PoW/PoS,1064,False,BTZ,N/A,N/A,/coins/btz/overview
Argon2,Opes,Opes (OPES),0,42850,/media/1382434/opes.png,OPES,N/A,PoW,1065,False,OPES,52000000,N/A,/coins/opes/overview
N/A,Waves Community Token,Waves Community Token (WCT),0,43042,/media/350884/waves_1.png,WCT,N/A,N/A,1066,False,WCT,10000000,N/A,/coins/wct/overview
Dagger-Hashimoto,Ubiq,Ubiq (UBQ),0,43044,/media/1382441/ubq.png,UBQ,N/A,PoW,1067,False,UBQ,N/A,N/A,/coins/ubq/overview
PoS,Ratio,Ratio (RATIO),0,43046,/media/1382442/ratio.png,RATIO,N/A,PoS,1068,False,RATIO,100000000,N/A,/coins/ratio/overview
PoS,Babes and Nerds,Babes and Nerds (BAN),0,43247,/media/1382466/ban.png,BAN,N/A,N/A,1069,False,BAN,150000000,N/A,/coins/ban/overview
Scrypt,NiceCoin,NiceCoin (NICE),0,43253,/media/1382467/nice.png,NICE,N/A,PoW,1070,False,NICE,N/A,N/A,/coins/nice/overview
Scrypt,SmurfCoin,SmurfCoin (SMF),0,43257,/media/1382468/xmf.png,SMF,N/A,PoW/PoS,1071,False,SMF,2500000000,N/A,/coins/smf/overview
N/A,CryptoWorldXToken,CryptoWorldXToken (CWXT),0,43265,/media/1382470/cwxt.png,CWXT,N/A,PoW/PoS,1072,False,CWXT,100000000,N/A,/coins/cwxt/overview
X13,TechCoin,TechCoin (TECH),0,43595,/media/1382505/tech.png,TECH,N/A,PoW/PoS,1073,False,TECH,300000,N/A,/coins/tech/overview
SHA256D,CircuitCoin,CircuitCoin (CIR),0,43598,/media/1382506/cir.png,CIR,N/A,PoW/PoS,1074,False,CIR,3125000000,N/A,/coins/cir/overview
SHA256,LePenCoin,LePenCoin (LEPEN),0,43602,/media/1382507/lepen.png,LEPEN,N/A,PoS,1075,False,LEPEN,1000000000,N/A,/coins/lepen/overview
N/A,RoundCoin,RoundCoin (ROUND),0,43604,/media/1382508/round.png,ROUND,N/A,N/A,1076,False,ROUND,1000000000,N/A,/coins/round/overview
X11,MarijuanaCoin,MarijuanaCoin (MAR),0,43814,/media/1382577/mar.png,MAR,N/A,PoW/PoS,1077,False,MAR,N/A,N/A,/coins/mar/overview
X11,MarxCoin,MarxCoin (MARX),0,43818,/media/1382578/marx.png,MARX,N/A,PoW,1078,False,MARX,100640000,N/A,/coins/marx/overview
N/A,Tatiana Coin,Tatiana Coin (TAT),0,43933,/media/1382594/tat.png,TAT,N/A,N/A,1079,False,TAT,3000000,N/A,/coins/tat/overview
Scrypt,HazeCoin,HazeCoin (HAZE),0,43937,/media/1382595/haze.png,HAZE,N/A,PoW,1080,False,HAZE,25000000,N/A,/coins/haze/overview
Scrypt,Printerium,Printerium (PRX),0,43998,/media/1382603/prx.png,PRX,N/A,PoW/PoS,1081,False,PRX,20000000,N/A,/coins/prx/overview
PoS,Neurocoin,Neurocoin (NRC),0,44001,/media/1382604/nrc.png,NRC,N/A,PoS,1082,False,NRC,N/A,N/A,/coins/nrc/overview
SHA256D,PacCoin,PacCoin (PAC),0,44003,/media/20780670/pac.png,PAC,N/A,PoW,1083,False,PAC,100000000000000,N/A,/coins/pac/overview
Scrypt,Impeach,Impeach (IMPCH),0,44007,/media/1382606/impch.png,IMPCH,N/A,PoW/PoS,1084,False,IMPCH,21933333,N/A,/coins/impch/overview
Scrypt,ErrorCoin,ErrorCoin (ERR),0,44749,/media/1382624/err.png,ERR,N/A,PoW,1085,False,ERR,81000000,N/A,/coins/err/overview
Scrypt,TrueInvestmentCoin,TrueInvestmentCoin (TIC),0,44752,/media/1382625/tic.png,TIC,N/A,PoW/PoS,1086,False,TIC,53200000,N/A,/coins/tic/overview
PoS,NukeCoin,NukeCoin (NUKE),0,44799,/media/1382626/nuke.png,NUKE,N/A,PoS,1087,False,NUKE,2778196,N/A,/coins/nuke/overview
Scrypt,EveryonesCoin,EveryonesCoin (EOC),0,44803,/media/1382628/eoc.png,EOC,N/A,PoW/PoS,1088,False,EOC,N/A,N/A,/coins/eoc/overview
Scrypt,Solarflarecoin,Solarflarecoin (SFC),0,44952,/media/1382639/sfc.png,SFC,N/A,PoW,1089,False,SFC,20000000,N/A,/coins/sfc/overview
X11,JaneCoin,JaneCoin (JANE),0,44955,/media/1382640/jane.png,JANE,N/A,PoW/PoS,1090,False,JANE,2100000000,N/A,/coins/jane/overview
Scrypt,ParanoiaCoin,ParanoiaCoin (PARA),0,44957,/media/1382641/para.png,PARA,N/A,PoW,1091,False,PARA,72000000,N/A,/coins/para/overview
X11,MasterMint,MasterMint (MM),0,44959,/media/1382642/mm.jpg,MM,N/A,PoS,1092,False,MM,1500000000,N/A,/coins/mm/overview
CryptoNight,Bitcedi,Bitcedi (BXC),0,45031,/media/1382649/bxc.jpg,BXC,N/A,PoW,1093,False,BXC,8589869056,N/A,/coins/bxc/overview
X11,NinjaDoge,NinjaDoge (NDOGE),0,45044,/media/1382650/ndoge.png,NDOGE,N/A,PoW/PoS,1094,False,NDOGE,N/A,N/A,/coins/ndoge/overview
Scrypt,Zilbercoin,Zilbercoin (ZBC),0,45250,/media/1382652/zbc.png,ZBC,N/A,PoW/PoS,1095,False,ZBC,55000000,N/A,/coins/zbc/overview
N/A,Melon,Melon (MLN),1,45253,/media/1382653/mln.png,MLN,N/A,N/A,1096,False,MLN,749400,N/A,/coins/mln/overview
Scrypt,FirstCoin,FirstCoin (FRST),0,45258,/media/1382654/first.png,FRST,N/A,PoW/PoS ,1097,False,FRST,110000000,N/A,/coins/frst/overview
N/A,TenX,TenX (PAY),0,45260,/media/1383687/pay.png,PAY,N/A,N/A,1098,False,PAY,205218255.9485,N/A,/coins/pay/overview
Scrypt,OroCoin,OroCoin (ORO),0,45262,/media/1382656/oro.png,ORO,N/A,PoW,1099,False,ORO,23529412,N/A,/coins/oro/overview
SHA256,Alexandrite,Alexandrite (ALEX),0,45607,/media/1382657/alex.png,ALEX,N/A,PoW/PoS,1100,False,ALEX,1268000,N/A,/coins/alex/overview
SHA256D,TrashBurn,TrashBurn (TBCX),0,45609,/media/1382658/tbcx.png,TBCX,N/A,PoS,1101,False,TBCX,9000000,N/A,/coins/tbcx/overview
Scrypt,MasterCar,MasterCar (MCAR),0,45612,/media/1382659/mcar.png,MCAR,N/A,PoW/PoS,1102,False,MCAR,2991837,N/A,/coins/mcar/overview
DPoS,TechShares,TechShares (THS),0,45615,/media/1382660/ths.png,THS,N/A,DPoS,1103,False,THS,600000000,N/A,/coins/ths/overview
X13,AcesCoin,AcesCoin (ACES),0,45617,/media/1382661/aces.png,ACES,N/A,PoS,1104,False,ACES,100000000,N/A,/coins/aces/overview
X11,United Arab Emirates Coin,United Arab Emirates Coin (UAEC),0,45816,/media/1382684/uaec.png,UAEC,N/A,PoW/PoS,1105,False,UAEC,10000000,N/A,/coins/uaec/overview
SHA256,EagleCoin,EagleCoin (EA),0,45821,/media/1382685/ea.png,EA,N/A,PoW,1106,False,EA,40000000,N/A,/coins/ea/overview
PoS,Persistent Information Exchange,Persistent Information Exchange (PIE),0,45832,/media/1382686/pie.png,PIE,N/A,PoS,1107,False,PIE,N/A,N/A,/coins/pie/overview
Keccak,CreativeChain,CreativeChain (CREA),0,48787,/media/1382709/crea.png,CREA,N/A,PoW,1109,False,CREA,115000000,N/A,/coins/crea/overview
Scrypt,WisdomCoin,WisdomCoin (WISC),0,48794,/media/1382710/wisc.jpg,WISC,N/A,PoW/PoS,1110,False,WISC,N/A,N/A,/coins/wisc/overview
Scrypt,BeaverCoin,BeaverCoin (BVC),0,48800,/media/1382711/bvc.png,BVC,N/A,PoW,1111,False,BVC,3360000,N/A,/coins/bvc/overview
X13,FindCoin,FindCoin (FIND),1,48807,/media/1382713/find.png,FIND,N/A,PoS,1112,False,FIND,14524851.4827,N/A,/coins/find/overview
SHA256D,MeLite,MeLite (MLITE),0,49600,/media/1382725/mlite.png,MLITE,N/A,PoW/PoS,1113,False,MLITE,1.000.000,N/A,/coins/mlite/overview
X11,StalinCoin,StalinCoin (STALIN),0,49605,/media/1382726/stalin.png,STALIN,N/A,PoW/PoS,1114,False,STALIN,3000000000,N/A,/coins/stalin/overview
Scrypt,TattooCoin,TattooCoin (TSE),0,49610,/media/1382790/tato1.png,TSE,N/A,PoW/PoS,1115,False,TSE,500000000,N/A,/coins/tse/overview
X11,VaultCoin,VaultCoin (VLTC),0,50730,/media/1382738/vltc.png,VLTC,N/A,PoW,1116,False,VLTC,1000000000,N/A,/coins/vltc/overview
SHA256D,BioBar,BioBar (BIOB),0,50734,/media/1382739/biob.png,BIOB,N/A,PoW/PoS,1117,False,BIOB,60000000,N/A,/coins/biob/overview
N/A,Swarm City Token,Swarm City Token (SWT),0,50741,/media/1382740/swt.jpg,SWT,N/A,N/A,1118,False,SWT,7885956,N/A,/coins/swt/overview
SHA256,Pascal Lite,Pascal Lite (PASL),0,50754,/media/1382741/pasl.png,PASL,N/A,PoW/PoS,1119,False,PASL,N/A,N/A,/coins/pasl/overview
Equihash,Zero,Zero (ZER),0,51845,/media/1382761/zer.png,ZER,N/A,PoW,1122,False,ZER,78948000,N/A,/coins/zer/overview
Scrypt,ChatCoin,ChatCoin (CHAT),0,52008,/media/1382762/chat.png,CHAT,N/A,PoW/PoS,1123,False,CHAT,52500000,N/A,/coins/chat/overview
Scrypt,Canada eCoin,Canada eCoin (CDN),0,52015,/media/1382763/cdn.png,CDN,N/A,PoW,1124,False,CDN,100000000 ,N/A,/coins/cdn/overview
Scrypt,TrollPlay,TrollPlay (TPAY),0,53166,/media/1382770/tpay.png,TPAY,N/A,PoW/PoS,1125,False,TPAY,N/A,N/A,/coins/tpay/overview
Blake,Netko,Netko (NETKO),0,53174,/media/1382771/netko.png,NETKO,N/A,N/A,1126,False,NETKO,25534140,N/A,/coins/netko/overview
Lyra2RE,Zoin,Zoin (ZOI),0,53178,/media/1382772/zoin.png,ZOI,N/A,PoW,1127,False,ZOI,21000000,N/A,/coins/zoi/overview
Blake2S,Honey,Honey (HONEY),0,53915,/media/1382937/honey1.png,HONEY,N/A,PoW/PoS,1128,False,HONEY,7000000,N/A,/coins/honey/overview
X13,MartexCoin,MartexCoin (MXT),0,53944,/media/1382782/mxt.jpg,MXT,N/A, PoW/PoS,1129,False,MXT,5000000,N/A,/coins/mxt/overview
Ethash,Musicoin,Musicoin (MUSIC),0,53950,/media/1382783/music.png,MUSIC,N/A,PoW,1130,False,MUSIC,454898394,N/A,/coins/music/overview
N/A,Databits,Databits (DTB),0,55540,/media/1382791/dtb.png,DTB,N/A,N/A,1131,False,DTB,22747809,N/A,/coins/dtb/overview
PoS,BitVegan,BitVegan (VEG),0,55544,/media/1382792/veg.png,VEG,N/A,PoS,1132,False,VEG,600000000,N/A,/coins/veg/overview
Scrypt,Mbitbooks,Mbitbooks (MBIT),0,55547,/media/1382793/mbit.png,MBIT,N/A,PoW,1133,False,MBIT,81000000,N/A,/coins/mbit/overview
PoS,BitVolt,BitVolt (VOLT),0,55553,/media/1382794/volt.png,VOLT,N/A,PoS,1134,False,VOLT,N/A,N/A,/coins/volt/overview
N/A,MobileGo,MobileGo (MGO),0,55650,/media/1382798/mgo.png,MGO,N/A,N/A,1135,False,MGO,100000000,N/A,/coins/mgo/overview
N/A,Edgeless,Edgeless (EDG),0,55676,/media/1382799/edg.jpg,EDG,N/A,N/A,1136,False,EDG,132046997,N/A,/coins/edg/overview
N/A,BankCoin,BankCoin (B@),0,56078,/media/1382804/b.png,B@,N/A,N/A,1137,False,B@,N/A,N/A,/coins/b/overview
Scrypt,BestChain,BestChain (BEST),0,56246,/media/1382805/best.jpg,BEST,N/A,PoW/PoS ,1138,False,BEST,N/A,N/A,/coins/best/overview
N/A,ChainCoin,ChainCoin (CHC),0,56249,/media/1383907/chc.png,CHC,N/A,N/A,1139,False,CHC,23000000,N/A,/coins/chc/overview
Scrypt,Zennies,Zennies (ZENI),0,56253,/media/1382807/zen.png,ZENI,N/A,PoS,1140,False,ZENI,1000000000,N/A,/coins/zeni/overview
Scrypt,PlanetCoin,PlanetCoin (PLANET),0,56654,/media/1382851/planet.png,PLANET,N/A,PoW/PoS,1141,False,PLANET,1000000,N/A,/coins/planet/overview
Scrypt,DuckDuckCoin,DuckDuckCoin (DUCK),0,56678,/media/1382852/duckduckcoin.png,DUCK,N/A,PoW,1142,False,DUCK,121,N/A,/coins/duck/overview
X11,BnrtxCoin,BnrtxCoin (BNX),0,56682,/media/1382853/bnx.png,BNX,N/A,PoW,1143,False,BNX,210000000,N/A,/coins/bnx/overview
PoS,BattleStake,BattleStake (BSTK),0,57466,/media/1382858/bstk.png,BSTK,N/A,PoS,1144,False,BSTK,N/A,N/A,/coins/bstk/overview
Scrypt,RenosCoin,RenosCoin (RNS),0,57471,/media/1382859/rns.png,RNS,N/A,PoS,1145,False,RNS,34426423,N/A,/coins/rns/overview
Dagger-Hashimoto,DubaiCoin,DubaiCoin (DBIX),0,57481,/media/1382860/dbix.png,DBIX,N/A,PoW,1146,False,DBIX,N/A,N/A,/coins/dbix/overview
N/A,AMIS,AMIS (AMIS),0,57676,/media/1382862/amis.png,AMIS,N/A,N/A,1147,False,AMIS,20000000,N/A,/coins/amis/overview
N/A,Kayı,Kayı (KAYI),0,57705,/media/1382863/kayi.png,KAYI,N/A,N/A,1148,False,KAYI,1000000000,N/A,/coins/kayi/overview
X11,VirtacoinPlus,VirtacoinPlus (XVP),0,57734,/media/1382865/xvp.png,XVP,N/A,PoW/PoS,1149,False,XVP,100000000,N/A,/coins/xvp/overview
HMQ1725,Doubloon,Doubloon (BOAT),0,57742,/media/1382866/boat.png,BOAT,N/A,PoW/PoS,1150,False,BOAT,500000000,N/A,/coins/boat/overview
Blake2S,TajCoin,TajCoin (TAJ),0,57750,/media/1382867/taj.png,TAJ,N/A,PoW/PoS,1151,False,TAJ,36900000,N/A,/coins/taj/overview
X11,Impact,Impact (IMX),0,58121,/media/1382891/imx.png,IMX,N/A,PoW/PoS,1152,False,IMX,110000000,N/A,/coins/imx/overview
PoS,CryptoJournal,CryptoJournal (CJC),0,58125,/media/1382887/cjc.png,CJC,N/A,PoS,1153,False,CJC,100000000,N/A,/coins/cjc/overview
Scrypt,Amygws,Amygws (AMY),0,59304,/media/1382935/amy.jpg,AMY,N/A,PoW,1154,False,AMY,23333333,N/A,/coins/amy/overview
SHA256,Cubits,Cubits (QBT),0,59317,/media/1382936/qbt.png,QBT,N/A,PoW/PoS,1155,False,QBT,300000000,N/A,/coins/qbt/overview
N/A,StarCredits,StarCredits (SRC*),0,59966,/media/1382936/src1.png,SRC*,N/A,N/A,1156,False,SRC*,20000000,N/A,/coins/srcstar/overview
Scrypt,EB3coin,EB3coin (EB3),0,59968,/media/1382938/eb3.png,EB3,N/A,PoW,1157,False,EB3,4000000000,N/A,/coins/eb3/overview
PoS,The Vegan Initiative,The Vegan Initiative (XVE),0,59973,/media/1382937/xve.png,XVE,N/A,PoS,1158,False,XVE,50000000,N/A,/coins/xve/overview
PoS,FazzCoin,FazzCoin (FAZZ),0,60409,/media/1382944/fazz.png,FAZZ,N/A,PoS,1159,False,FAZZ,N/A,N/A,/coins/fazz/overview
Scrypt-n,Aptcoin,Aptcoin (APT),0,60419,/media/1382945/apt.png,APT,N/A,PoW,1160,False,APT,42000000,N/A,/coins/apt/overview
Scrypt,BlazerCoin,BlazerCoin (BLAZR),0,60424,/media/1382946/blazr.png,BLAZR,N/A,PoW,1161,False,BLAZR,294336000,N/A,/coins/blazr/overview
SHA256D,ArpaCoin,ArpaCoin (ARPA),0,60618,/media/1382966/arpa.png,ARPA,N/A,PoW/PoS,1162,False,ARPA,N/A,N/A,/coins/arpa/overview
X11,Boats and Bitches,Boats and Bitches (BNB*),0,60622,/media/1382967/bnb.png,BNB*,N/A,PoS,1163,False,BNB*,696969,N/A,/coins/bnbstar/overview
Scrypt,Universe,Universe (UNI),0,60631,/media/1382968/uni.png,UNI,N/A,PoS,1164,False,UNI,112000000,N/A,/coins/uni/overview
Scrypt,ECOcoin,ECOcoin (ECO),0,61047,/media/1382993/eco.png,ECO,N/A,PoW/PoS,1165,False,ECO,10733333,N/A,/coins/eco/overview
XEVAN,Solaris,Solaris (XLR),0,61061,/media/1382994/xlr.png,XLR,N/A,PoW/PoS,1166,False,XLR,N/A,N/A,/coins/xlr/overview
SHA256,Dark,Dark (DARK),0,61066,/media/1382995/dark.png,DARK,N/A,PoW/PoS,1167,False,DARK,12800000,N/A,/coins/dark/overview
Scrypt,DonationCoin,DonationCoin (DON),0,61073,/media/1382995/don.png,DON,N/A,PoW,1168,False,DON,90000000,N/A,/coins/don/overview
N/A,Mercury,Mercury (MER),1,61138,/media/14913628/mer.png,MER,N/A,N/A,1169,False,MER,100000000,N/A,/coins/mer/overview
N/A,WavesGO,WavesGO (WGO),1,61667,/media/1382998/wgo.png,WGO,N/A,N/A,1170,False,WGO,10000000,N/A,/coins/wgo/overview
N/A,iEx.ec,iEx.ec (RLC),0,61877,/media/12318418/rlc.png,RLC,N/A,N/A,1171,False,RLC, 87000000,N/A,/coins/rlc/overview
PoS,Atmos,Atmos (ATMS),0,61902,/media/1383003/atms.png,ATMS,N/A,PoS,1172,False,ATMS,110290030,N/A,/coins/atms/overview
N/A,InPay,InPay (INPAY),0,61912,/media/1383004/inpay.png,INPAY,N/A,N/A,1173,False,INPAY,10000000,N/A,/coins/inpay/overview
N/A,EncryptoTel,EncryptoTel (ETT),0,62529,/media/1383046/ett.png,ETT,N/A,N/A,1174,False,ETT,77663987,N/A,/coins/ett/overview
N/A,wBTC,wBTC (WBTC),1,62640,/media/1383045/wbtc.png,WBTC,N/A,N/A,1175,False,WBTC,21000000,N/A,/coins/wbtc/overview
X13,Visio,Visio (VISIO),0,62648,/media/1383047/visio.png,VISIO,N/A,PoW/PoS,1176,False,VISIO,N/A,N/A,/coins/visio/overview
X11,HappyCoin,HappyCoin (HPC),0,62659,/media/1383046/hpc.png,HPC,N/A,PoW/PoS,1177,False,HPC,100000000,N/A,/coins/hpc/overview
Scrypt,Giotto Coin,Giotto Coin (GOT),0,63304,/media/1383079/got.png,GOT,N/A,PoW/PoS,1178,False,GOT,233100000,N/A,/coins/got/overview
NIST5,Coinonat,Coinonat (CXT),0,63308,/media/1383080/cxt.png,CXT,N/A,PoW,1179,False,CXT,48252000,N/A,/coins/cxt/overview
X11,EmporiumCoin,EmporiumCoin (EMPC),0,63312,/media/1383081/empc.png,EMPC,N/A,PoW/PoS,1180,False,EMPC,N/A,N/A,/coins/empc/overview
N/A,Gnosis,Gnosis (GNO),0,66193,/media/1383083/gnosis-logo.png,GNO,N/A,N/A,1181,False,GNO,10000000,N/A,/coins/gno/overview
N/A,Legends Cryptocurrency,Legends Cryptocurrency (LGD),0,66259,/media/1383085/lgd.png,LGD,N/A,N/A,1182,False,LGD,30000000,N/A,/coins/lgd/overview
N/A,Token as a Service,Token as a Service (TAAS),0,66270,/media/1383085/taas.png,TAAS,N/A,N/A,1183,False,TAAS,8146001,N/A,/coins/taas/overview
Scrypt,SwagBucks,SwagBucks (BUCKS),0,66685,/media/1383089/bucks.png,BUCKS,N/A,PoW/PoS,1184,False,BUCKS,N/A,N/A,/coins/bucks/overview
N/A,Guppy,Guppy (GUP),0,67096,/media/1383107/gup.png,GUP,N/A,N/A,1186,False,GUP,100000000,N/A,/coins/gup/overview
PoS,MacronCoin,MacronCoin (MCRN),0,67430,/media/1383111/mcrn.png,MCRN,N/A,PoS,1187,False,MCRN,N/A,N/A,/coins/mcrn/overview
N/A,Lunyr,Lunyr (LUN),0,67447,/media/1383112/lunyr-logo.png,LUN,N/A,N/A,1188,False,LUN,2703356.0785,N/A,/coins/lun/overview
X11,Condensate,Condensate (RAIN),0,67462,/media/1383114/rain.png,RAIN,N/A,PoW/PoS,1189,False,RAIN,500000000,N/A,/coins/rain/overview
X11,WeAreSatoshi,WeAreSatoshi (WSX),0,68084,/media/1383144/wsx.png,WSX,N/A,PoW/PoS,1190,False,WSX,N/A,N/A,/coins/wsx/overview
Scrypt,IvugeoEvolutionCoin,IvugeoEvolutionCoin (IEC),0,68088,/media/1383144/wsx.png,IEC,N/A,PoW,1191,False,IEC,100000000,N/A,/coins/iec/overview
Scrypt,Independent Money System,Independent Money System (IMS),0,68093,/media/1383145/ims.png,IMS,N/A,PoW/PoS,1192,False,IMS,21212121,N/A,/coins/ims/overview
Scrypt,ArgusCoin,ArgusCoin (ARGUS),0,70352,/media/1383149/argus.png,ARGUS,N/A,PoW/PoS,1194,False,ARGUS,28600000,N/A,/coins/argus/overview
X11,Centurion,Centurion (CNT),0,70365,/media/1383150/cnt.png,CNT,N/A,PoW/PoS,1195,False,CNT,N/A,N/A,/coins/cnt/overview
Scrypt,LomoCoin,LomoCoin (LMC),0,70469,/media/1383139/lmc.png,LMC,N/A,PoW/PoS,1196,False,LMC,1000000000,N/A,/coins/lmc/overview
N/A,TokenCard  ,TokenCard   (TKN),0,71077,/media/1383157/tkn.png,TKN,N/A,N/A,1197,False,TKN,39406760,N/A,/coins/tkn/overview
Scrypt,Bitcoin Scrypt,Bitcoin Scrypt (BTCS),0,71321,/media/1383158/btcs.png,BTCS,N/A,PoW,1198,False,BTCS,21000000,N/A,/coins/btcs/overview
SHA256,ProCurrency,ProCurrency (PROC),0,71334,/media/1383159/proc.png,PROC,N/A,PoS,1199,False,PROC,75000000000,N/A,/coins/proc/overview
X11,GoldReserve,GoldReserve (XGR),0,71862,/media/1383161/xgr.png,XGR,N/A,PoW/PoS,1200,False,XGR,40000000,N/A,/coins/xgr/overview
Scrypt,WarCoin,WarCoin (WRC*),0,71873,/media/1383162/wrc.png,WRC*,N/A,PoW/PoS,1201,False,WRC*,11666667,N/A,/coins/wrcstar/overview
Scrypt,BenjiRolls,BenjiRolls (BENJI),0,71884,/media/1383163/benji.png,BENJI,N/A,PoW,1202,False,BENJI,35520400,N/A,/coins/benji/overview
N/A,Humaniq,Humaniq (HMQ),0,72438,/media/1383174/hmq.png,HMQ,N/A,N/A,1203,False,HMQ,N/A,N/A,/coins/hmq/overview
N/A,Blockchain Capital,Blockchain Capital (BCAP),0,72955,/media/1383948/bcap1.png,BCAP,N/A,N/A,1204,False,BCAP,10000000,N/A,/coins/bcap/overview
Scrypt,ParallelCoin,ParallelCoin (DUO),0,73132,/media/1383196/duo.png,DUO,N/A,PoW,1205,False,DUO,1000000,N/A,/coins/duo/overview
N/A,RiptoBuX,RiptoBuX (RBX),0,73143,/media/1383197/rbx.png,RBX,N/A,N/A,1206,False,RBX,N/A,N/A,/coins/rbx/overview
Scrypt,GrowthCoin,GrowthCoin (GRW),0,74894,/media/1383234/grw.png,GRW,N/A,PoS,1207,False,GRW,37368000,N/A,/coins/grw/overview
N/A,Apx,Apx (APX),0,74912,/media/1383235/apx.png,APX,N/A,N/A,1208,False,APX,1000000,N/A,/coins/apx/overview
Scrypt,MiloCoin,MiloCoin (MILO),0,74924,/media/1383236/milo.png,MILO,N/A,PoW/PoS,1209,False,MILO,N/A,N/A,/coins/milo/overview
Scrypt,OldV,OldV (OLV),0,75285,/media/1383239/xvs.png,OLV,N/A,PoW/PoS,1210,False,OLV,N/A,N/A,/coins/olv/overview
SHA256,ILCoin,ILCoin (ILC),0,75440,/media/1383238/ilc.png,ILC,N/A,PoW,1211,False,ILC,2500000000,N/A,/coins/ilc/overview
N/A,MinersReward,MinersReward (MRT),0,75475,/media/350884/waves_1.png,MRT,N/A,N/A,1212,False,MRT,10000000,N/A,/coins/mrt/overview
N/A,IOU1,IOU1 (IOU),0,77286,/media/1383241/iou1.png,IOU,N/A,N/A,1213,False,IOU,100000000,N/A,/coins/iou/overview
SHA256,Prizm,Prizm (PZM),0,77306,/media/1383242/pzm.jpg,PZM,N/A,PoS,1214,False,PZM,600000000000000,N/A,/coins/pzm/overview
PoS,Phreak,Phreak (PHR),0,77337,/media/1383243/phr.jpg,PHR,N/A,PoS,1215,False,PHR,30000000,N/A,/coins/phr/overview
N/A,Aragon,Aragon (ANT),0,78152,/media/1383244/ant.png,ANT,N/A,N/A,1216,False,ANT,39609524,N/A,/coins/ant/overview
Blake2S,PupaCoin,PupaCoin (PUPA),0,78172,/media/1383245/pupa.png,PUPA,N/A,PoW/PoS,1217,False,PUPA,3500000000,N/A,/coins/pupa/overview
X13,RiceCoin,RiceCoin (RICE),0,78190,/media/1383245/rice.png,RICE,N/A,PoW/PoS,1218,False,RICE,10000000,N/A,/coins/rice/overview
SHA256,C-Bits,C-Bits (XCT),0,78227,/media/1383246/xct.png,XCT,N/A,PoW,1219,False,XCT,210000000,N/A,/coins/xct/overview
Scrypt,Degas Coin,Degas Coin (DEA),0,79849,/media/1383264/dea.png,DEA,N/A,PoW/PoS,1220,False,DEA,105000000,N/A,/coins/dea/overview
Scrypt,Redcoin,Redcoin (RED),0,79864,/media/1383265/red.png,RED,N/A,PoW,1221,False,RED,N/A,N/A,/coins/red/overview
X11,ZSEcoin,ZSEcoin (ZSE),0,79875,/media/1383266/zse.png,ZSE,N/A,PoW/PoS,1222,False,ZSE,2093500000,N/A,/coins/zse/overview
N/A,Coinmatic,Coinmatic (CTIC),0,79887,/media/1383267/ctic.png,CTIC,N/A,N/A,1223,False,CTIC,N/A,N/A,/coins/ctic/overview
X11,TappingCoin,TappingCoin (TAP),0,81403,/media/1383283/tap.png,TAP,N/A,PoW/PoS,1224,False,TAP,5000000000,N/A,/coins/tap/overview
Scrypt,BitOKX,BitOKX (BITOK),0,81445,/media/1383282/bitok.jpg,BITOK,N/A,PoS,1225,False,BITOK,N/A,N/A,/coins/bitok/overview
N/A,Primalbase,Primalbase (PBT),0,84232,/media/1383324/pbt.png,PBT,N/A,N/A,1226,False,PBT,1250,N/A,/coins/pbt/overview
SHA256,MilkCoin,MilkCoin (MUU),0,84247,/media/1383325/muu.png,MUU,N/A,PoW/PoS ,1227,False,MUU,4500000000,N/A,/coins/muu/overview
HybridScryptHash256,Infinium-8,Infinium-8 (INF8),0,84262,/media/1383326/inf8.png,INF8,N/A,PoW,1228,False,INF8,N/A,N/A,/coins/inf8/overview
X15,HTML Coin,HTML Coin (HTML5),0,84752,/media/1383327/html5.png,HTML5,N/A,PoW/PoS,1229,False,HTML5,90000000000,N/A,/coins/html5/overview
N/A,Minereum,Minereum (MNE),0,84831,/media/1383328/mne.png,MNE,N/A,N/A,1230,False,MNE,136576000,N/A,/coins/mne/overview
N/A,Etheroll,Etheroll (DICE),0,89572,/media/1383361/dice.png,DICE,N/A,N/A,1231,False,DICE,7001623,N/A,/coins/dice/overview
PoS,Subscriptio,Subscriptio (SUB*),0,100944,/media/1383362/sub.png,SUB*,N/A,PoS,1232,False,SUB*,10000000,N/A,/coins/substar/overview
SHA256,Ultimate Secure Cash,Ultimate Secure Cash (USC),0,100954,/media/1383363/usc.png,USC,N/A,PoS,1233,False,USC,200084200,N/A,/coins/usc/overview
Scrypt,DuxCoin,DuxCoin (DUX),0,105206,/media/1383364/dux.png,DUX,N/A,PoW/PoS,1234,False,DUX,1680000000,N/A,/coins/dux/overview
Scrypt,PoisonIvyCoin,PoisonIvyCoin (XPS),0,105220,/media/1383365/xps.png,XPS,N/A,PoW/PoS,1235,False,XPS,4666666667,N/A,/coins/xps/overview
